"","Gene","effect.size","p.value","q.value"
"GNLY","GNLY",21.4190045297996,0,0
"NKG7","NKG7",12.7313014925536,0,0
"RP11.345P4.7","RP11.345P4.7",9.98371931738861,0.417330189211873,0.576502764139233
"LYZ","LYZ",9.84072279745949,4.46140673999997e-270,2.93145191140343e-267
"S100A8","S100A8",8.98941223341231,3.68547535213528e-167,1.80068545730609e-164
"HLA.DRA","HLA.DRA",8.8978021116416,0,0
"CST3","CST3",8.00007839194769,1.00023938186475e-252,5.77562467316145e-250
"S100A9","S100A9",7.29253176646903,4.36191717152514e-172,2.30878699176143e-169
"IGLL5","IGLL5",6.68383817585287,0,0
"PPP1R3G","PPP1R3G",6.04409365996821,0.43517993766514,0.576502764139233
"C1QB","C1QB",5.85312715260183,0.181214807875769,0.348546296969091
"CD74","CD74",5.22185444891063,0,0
"CCL5","CCL5",4.99680518085699,0,0
"PTGDS","PTGDS",4.80370096885025,3.94533289370381e-203,2.21112700851547e-200
"HLA.DRB1","HLA.DRB1",4.76155314176106,0,0
"C1QC","C1QC",4.66659418256992,0.44443346248371,0.576502764139233
"TPSAB1","TPSAB1",4.49154105013844,0.150027598580725,0.304230757495693
"AL928768.3","AL928768.3",4.3097893655975,5.94390257170096e-90,2.35960548966171e-87
"TYROBP","TYROBP",4.28048974666352,0,0
"GZMB","GZMB",4.12385657288884,0,0
"FCN1","FCN1",4.04240223049159,9.02935585140029e-76,3.18619214348949e-73
"HLA.DPB1","HLA.DPB1",3.92133273796183,0,0
"PRSS1","PRSS1",3.77887935989741,0.0139060026740521,0.0470926258903326
"CD79A","CD79A",3.59982832273732,0,0
"HLA.DPA1","HLA.DPA1",3.55229975705293,0,0
"PRSS3","PRSS3",3.51439717853745,0.0816993791349603,0.191603897774359
"C1QA","C1QA",3.40452962164463,0.00408048054265771,0.0173867524016867
"IL36G","IL36G",3.40373764054199,0.455763412230041,0.576502764139233
"RP11.122K13.12","RP11.122K13.12",3.25324037709377,0.246718374727635,0.430560181708963
"AC104667.3","AC104667.3",3.18983588521812,0.458098577448607,0.576502764139233
"RP3.369A17.4","RP3.369A17.4",3.15708998543025,0.458469965057718,0.576502764139233
"CHAC1","CHAC1",3.0581306797078,0.240356505461017,0.423524432361724
"GZMA","GZMA",3.0056607758388,0,0
"AC069547.2","AC069547.2",2.96632114375745,0.460714010443153,0.576502764139233
"RP11.503G7.1","RP11.503G7.1",2.95876684542869,0.460805844753689,0.576502764139233
"ANGPTL4","ANGPTL4",2.95625728915606,0.460836404689784,0.576502764139233
"RP11.111A21.1","RP11.111A21.1",2.95125092626164,0.460897447570381,0.576502764139233
"PTCRA","PTCRA",2.92156525055742,0.46126156705747,0.576502764139233
"NKD2","NKD2",2.90452278659583,0.461472297310286,0.576502764139233
"FCER1G","FCER1G",2.88696389286545,0,0
"EXOC3L1","EXOC3L1",2.88155884934443,0.140940655874497,0.289555169562106
"SLITRK4","SLITRK4",2.86630538150905,0.461949426524964,0.576502764139233
"SLC28A3","SLC28A3",2.82908063629464,0.462420372276605,0.576502764139233
"HLA.DRB5","HLA.DRB5",2.7954553214834,0,0
"CPVL","CPVL",2.71841657343649,3.1303505191329e-24,5.23235343351556e-22
"DNTT","DNTT",2.71574291122102,0.0260970403345348,0.0780290449669796
"FGFBP2","FGFBP2",2.71366708849973,0,0
"CD14","CD14",2.70111633089404,1.66838525251329e-29,3.34642957754113e-27
"CST7","CST7",2.69108327963916,0,0
"RP11.450K4.1","RP11.450K4.1",2.67492505288949,0.464439560299037,0.576502764139233
"CLIC3","CLIC3",2.66060079331547,0,0
"RP11.468H14.2","RP11.468H14.2",2.6384764147729,0.464934124471153,0.576502764139233
"TCL1A","TCL1A",2.55864147653831,4.0224534228062e-257,2.47251128940555e-254
"GAP43","GAP43",2.54198054929284,0.203699433063693,0.37816569534574
"KRT23","KRT23",2.53117454169572,0.46643108543587,0.576502764139233
"CD79B","CD79B",2.49509568767978,0,0
"SIGLEC1","SIGLEC1",2.47736215693689,0.147127514965751,0.299424842216425
"TMEM176B","TMEM176B",2.44991243490223,4.08004519318967e-25,7.13259276662654e-23
"HLA.DQA1","HLA.DQA1",2.39448017619404,0,0
"RP11.25O10.2","RP11.25O10.2",2.39055373382373,0.468492735826123,0.576502764139233
"AC147651.3","AC147651.3",2.39053921468045,0.268683197460759,0.45561611885866
"LGALS2","LGALS2",2.31289074962954,9.2250927849559e-22,1.40627314413868e-19
"TMEM249","TMEM249",2.269158427028,0.470373249260792,0.576502764139233
"FCER1A","FCER1A",2.2614753810155,2.5634199602963e-07,7.96834703808256e-06
"WLS","WLS",2.22250500818383,0.291399760523858,0.480496922532201
"GZMK","GZMK",2.21290683424154,2.14545365366852e-86,8.01600379816737e-84
"RP11.686O6.1","RP11.686O6.1",2.20736373902153,0.471369781241965,0.576502764139233
"KLRB1","KLRB1",2.17494324153102,0,0
"MS4A6A","MS4A6A",2.16573266463663,1.25510595596075e-19,1.74569664166658e-17
"RP11.857B24.5","RP11.857B24.5",2.14175212166463,0.310107855396419,0.499206317865909
"TNNT1","TNNT1",2.14103546223219,0.00447071597225252,0.0187892374647202
"IL32","IL32",2.13483274171595,0,0
"RP11.288L9.4","RP11.288L9.4",2.12876351136287,0.215254788728225,0.393107149627787
"MS4A1","MS4A1",2.11171649896234,1.19832190878611e-256,7.13563249122477e-254
"XXbac.BPGBPG55C20.1","XXbac.BPGBPG55C20.1",2.10854648754689,0.473023237058082,0.576502764139233
"GZMH","GZMH",2.10366880165562,8.39869486079594e-171,4.21150343611754e-168
"RP11.634B7.4","RP11.634B7.4",2.08708224186527,0.473392686118013,0.576502764139233
"S100B","S100B",2.06706639916291,6.72355878824019e-172,3.4626327759437e-169
"HLA.DQA2","HLA.DQA2",2.03797571582559,7.20601012560097e-297,4.90394724797595e-294
"PRF1","PRF1",2.03540937279866,7.72628853735331e-261,4.90748093597558e-258
"HOPX","HOPX",2.02574226664082,0,0
"CCR3","CCR3",2.02462990863283,0.22664743139863,0.406970109809734
"RP11.737O24.1","RP11.737O24.1",2.0188336401921,0.316881205858716,0.505497813113255
"CFD","CFD",1.9851423719903,7.90022503234373e-23,1.27575244060432e-20
"RP11.84A19.3","RP11.84A19.3",1.96916799091243,0.475492999478491,0.576502764139233
"FBN1","FBN1",1.96472792779876,0.475574537802541,0.576502764139233
"LGALS12","LGALS12",1.96099096636473,0.151196308491556,0.30594092155746
"IGSF6","IGSF6",1.95382326957876,1.72902631141652e-11,1.2024305242351e-09
"CD8B","CD8B",1.94141231369818,0,0
"DDX26B.AS1","DDX26B.AS1",1.94126292079599,0.214366626146575,0.391973520892715
"CLEC10A","CLEC10A",1.92882297805295,6.60067768930729e-05,0.000654341869136285
"LINC00677","LINC00677",1.92682643287517,0.346105074556235,0.532114910091098
"RP3.460G2.2","RP3.460G2.2",1.92211066760018,0.476366730159709,0.576502764139233
"P2RY2","P2RY2",1.89763183793558,0.186411613026376,0.355625784466784
"AKAP6","AKAP6",1.89060467597841,0.15468166979895,0.310716763442862
"RP11.65J3.1","RP11.65J3.1",1.8905662853558,0.0639612379006732,0.158303856110836
"MARC1","MARC1",1.88647956245354,0.150190484521157,0.304406322610914
"KBTBD12","KBTBD12",1.87086813951422,0.47734297283147,0.576502764139233
"LRRC36","LRRC36",1.87070598443691,0.360187333428136,0.543547132214551
"LGALS1","LGALS1",1.87069492984809,0,0
"IGLL1","IGLL1",1.85914135416003,0.11813590487974,0.254014857535933
"RP11.217B7.2","RP11.217B7.2",1.8480526743982,0.47778631944971,0.576502764139233
"AL928742.12","AL928742.12",1.84692151759927,0.0157368213180489,0.0518887576077905
"C19orf59","C19orf59",1.8421156727441,0.135407659481325,0.281034381003246
"NDRG4","NDRG4",1.83583347812093,0.274351175956224,0.461653272504932
"TCL1B","TCL1B",1.83085830545776,7.20286630417139e-07,1.88531067892838e-05
"TMC5","TMC5",1.81776373790247,0.343045408546487,0.529539140460196
"OLIG1","OLIG1",1.81488206300952,0.142586234522034,0.292117051802747
"RP11.120K24.3","RP11.120K24.3",1.81272412335939,0.179046919993825,0.345667584648665
"PTX3","PTX3",1.81227335170135,0.161589781767773,0.320271821467123
"SERPINA1","SERPINA1",1.81131282275677,1.0517327914341e-10,6.7250900472405e-09
"CYP27A1","CYP27A1",1.80253595972706,0.0426765416751383,0.115496014690217
"CCL3","CCL3",1.78771366870638,2.18870298011122e-52,6.41626696707988e-50
"CMTM2","CMTM2",1.78083423669353,0.230770122475277,0.411580371000226
"TMEM176A","TMEM176A",1.76776923090585,1.62979281006546e-07,5.29960784911218e-06
"SPON2","SPON2",1.75477587520822,2.69618092685659e-129,1.28439318903131e-126
"RP11.350G8.9","RP11.350G8.9",1.75251409948649,0.241241723208695,0.424367627265233
"FCGR3A","FCGR3A",1.75060870427483,1.29958482624613e-123,6.03989972295611e-121
"ASGR1","ASGR1",1.75000847138446,0.000131452659576629,0.0011112823550278
"RP11.344B5.2","RP11.344B5.2",1.74642855426092,0.387970256555221,0.562807958762113
"RP11.890B15.2","RP11.890B15.2",1.74097269925824,0.479943383976527,0.576502764139233
"AC026310.1","AC026310.1",1.73923520155439,0.479979473722339,0.576502764139233
"PDE6H","PDE6H",1.73750116845214,0.48001552763228,0.576502764139233
"AZU1","AZU1",1.73663470323646,0.142883489950296,0.292600204299075
"NPC1L1","NPC1L1",1.7357705895991,0.480051545777298,0.576502764139233
"NECAB2","NECAB2",1.7357705895991,0.480051545777298,0.576502764139233
"ZNF177","ZNF177",1.73404345468408,0.480087528228136,0.576502764139233
"GDF7","GDF7",1.73231975343688,0.480123475055355,0.576502764139233
"PALM2","PALM2",1.73231975343688,0.480123475055355,0.576502764139233
"TENM4","TENM4",1.73231975343688,0.480123475055355,0.576502764139233
"PROK2","PROK2",1.73225391273007,0.172804396838241,0.336754733253496
"RP11.552D8.1","RP11.552D8.1",1.72888261106895,0.480195262120121,0.576502764139233
"CSMD3","CSMD3",1.72888261106895,0.480195262120121,0.576502764139233
"RP11.127L20.3","RP11.127L20.3",1.72888261106895,0.480195262120121,0.576502764139233
"RP3.462D8.2","RP3.462D8.2",1.727169149611,0.480231102497666,0.576502764139233
"RP11.458D21.5","RP11.458D21.5",1.72545908114604,0.480266907531725,0.576502764139233
"FRMPD1","FRMPD1",1.72545908114604,0.480266907531725,0.576502764139233
"EPHX3","EPHX3",1.72545908114604,0.480266907531725,0.576502764139233
"DLC1","DLC1",1.72204908296196,0.480338411847024,0.576502764139233
"AC021224.1","AC021224.1",1.72034913322557,0.480374111266724,0.576502764139233
