"","Gene","effect.size","p.value","q.value"
"ENSG00000134539.KLRD1","ENSG00000271040.RP5.933K21.3",1.60472230948851,7.54090022723389e-78,2.47744575568865e-75
"ENSG00000234184.RP5.887A10.1","ENSG00000084070.SMAP2",1.60447157876598,2.42099686615331e-22,3.24873910454587e-20
"ENSG00000204103.MAFB","ENSG00000236986.RP11.544A12.4",1.59990130889944,0.00178388130655417,0.00919942037791331
"ENSG00000213231.TCL1B","ENSG00000182798.MAGEB17",1.59129702777058,7.31250793588495e-05,0.000824984243447529
"ENSG00000242574.HLA.DMB","ENSG00000242759.LINC00882",1.56686960270988,2.34964251006615e-78,7.85481368935272e-76
"ENSG00000185198.PRSS57","ENSG00000224034.RP11.445P17.8",1.56469598994943,2.25360653793187e-06,5.77183771240481e-05
"ENSG00000002933.TMEM176A","ENSG00000156136.DCK",1.56428478957264,2.40949755823311e-05,0.000366132184785741
"ENSG00000204472.AIF1","ENSG00000178700.DHFRL1",1.5642314770026,2.14841492707835e-79,7.44328117008689e-77
"ENSG00000128218.VPREB3","ENSG00000072952.MRVI1",1.56391646858064,8.85343133021862e-55,2.48091373525464e-52
"ENSG00000111275.ALDH2","ENSG00000257482.ZNF727",1.55797433176599,3.31130568256474e-06,7.87726963561437e-05
"ENSG00000132386.SERPINF1","ENSG00000254043.RP11.3N13.2",1.55263789209449,0.000104785330165545,0.00106854215261826
"ENSG00000066336.SPI1","ENSG00000124762.CDKN1A",1.55149348475212,3.87694936356561e-28,6.71593364752207e-26
"ENSG00000205809.KLRC2","ENSG00000122335.SERAC1",1.54333182848079,1.87703065927264e-10,1.18826641901795e-08
"ENSG00000120708.TGFBI","ENSG00000260902.RP11.95M5.1",1.54287395619356,0.000263875732573663,0.00208831294276905
"ENSG00000167748.KLK1","ENSG00000236303.RP11.540N6.1",1.5420210766795,7.09048711967403e-06,0.000142972732344327
"ENSG00000112799.LY86","ENSG00000114388.NPRL2",1.54000773391191,2.45807607180483e-57,7.09676356791532e-55
"ENSG00000123689.G0S2","ENSG00000131791.PRKAB2",1.53625053340615,0.000311968623091111,0.00236835143944267
"ENSG00000221869.CEBPD","ENSG00000170549.IRX1",1.53406416477318,1.5975944762821e-42,3.80527034319442e-40
"ENSG00000036448.MYOM2","ENSG00000249609.RP11.635L1.3",1.527586599214,3.33833420905867e-26,5.43691951740281e-24
"ENSG00000184451.CCR10","ENSG00000185803.SLC52A2",1.51943327435934,3.5518186155724e-21,4.54227541743168e-19
"ENSG00000262074.SNORD3B.2","ENSG00000255402.RP11.696P8.2",1.51927029065564,4.72267435834686e-75,1.52526372708982e-72
"ENSG00000131153.GINS2","ENSG00000137563.GGH",1.51875183367577,0.000177615213555554,0.00155250362123903
"ENSG00000247982.LINC00926","ENSG00000204195.AWAT1",1.51821239415467,1.4567982582051e-53,4.02308562465191e-51
"ENSG00000143185.XCL2","ENSG00000179902.C1orf194",1.51403055153334,3.46023727734649e-34,7.08976573331585e-32
"ENSG00000125538.IL1B","ENSG00000143845.ETNK2",1.51380710247265,0.00182038318255701,0.0093547469103624
"ENSG00000142634.EFHD2","ENSG00000227634.RP11.431K24.3",1.50314419816719,9.61674054818015e-86,3.59307825775633e-83
"ENSG00000216490.IFI30","ENSG00000099284.H2AFY2",1.49330972277159,3.68922618836643e-08,1.65407541221935e-06
"ENSG00000163563.MNDA","ENSG00000231363.RP11.148B18.1",1.49225939033028,1.11510663629108e-06,3.22433337701465e-05
"ENSG00000204482.LST1","ENSG00000169379.ARL13B",1.48941007561301,2.94651321509877e-43,7.1070644700895e-41
"ENSG00000256039.RP11.291B21.2","ENSG00000130338.TULP4",1.48866105584568,1.12991014058634e-62,3.31237503521119e-60
"ENSG00000137804.NUSAP1","ENSG00000237597.GAGE13",1.48615015891408,0.00145531483183827,0.00782698959093375
"ENSG00000239961.LILRA4","ENSG00000269915.AP006621.9",1.48615015891408,0.00108447913718598,0.00622057494252822
"ENSG00000131981.LGALS3","ENSG00000159840.ZYX",1.48196697099692,7.52438609779394e-44,1.83816893709569e-41
"ENSG00000025708.TYMP","ENSG00000221840.OR4A5",1.47393962300305,3.06774853439795e-34,6.35390742640794e-32
"ENSG00000140968.IRF8","ENSG00000261542.RP11.16E18.3",1.47055749629521,2.25812119524922e-33,4.52931572373409e-31
"ENSG00000104921.FCER2","ENSG00000165757.KIAA1462",1.46844946855054,6.28199586836888e-38,1.37590150887091e-35
"ENSG00000167618.LAIR2","ENSG00000177666.PNPLA2",1.46384718431551,2.22581017544799e-17,2.34324933111389e-15
"ENSG00000117281.CD160","ENSG00000134709.HOOK1",1.45021800147714,7.85637332251085e-28,1.33663565768254e-25
"ENSG00000118292.C1orf54","ENSG00000248458.AL139147.1",1.44568004606462,1.36389732789162e-05,0.00023626421439068
"ENSG00000167768.KRT1","ENSG00000169402.RSPH10B2",1.4413799679835,5.07623911739149e-08,2.20839580780582e-06
"ENSG00000226777.KIAA0125","ENSG00000224610.RP11.265P11.1",1.43805039795925,7.4615062899211e-22,9.94258757723402e-20
"ENSG00000119535.CSF3R","ENSG00000185436.IFNLR1",1.43490765346197,0.000822515020354203,0.00496453079279358
"ENSG00000145287.PLAC8","ENSG00000077380.DYNC1I2",1.42405963028651,7.09980532454698e-154,3.2211140585534e-151
"ENSG00000030582.GRN","ENSG00000173253.DMRT2",1.4211985231554,4.82345751019091e-24,7.0700756043606e-22
"ENSG00000269404.SPIB","ENSG00000232259.RP11.4C20.3",1.4191744663072,1.28269116010437e-25,2.07132881828719e-23
"ENSG00000136573.BLK","ENSG00000250708.RP11.161D15.1",1.41621116968076,3.34138742970364e-27,5.53653369330459e-25
"ENSG00000115956.PLEK","ENSG00000135870.RC3H1",1.4103864797865,3.37701714365287e-51,9.06324812285991e-49
"ENSG00000127951.FGL2","ENSG00000246526.RP11.539L10.2",1.40578869491114,0.000860154015819424,0.0051498427139689
"ENSG00000101336.HCK","ENSG00000227218.RP11.203J24.8",1.40226289151825,3.93192773868495e-07,1.33077945045545e-05
"ENSG00000099958.DERL3","ENSG00000247271.ZBED5.AS1",1.39756008085435,0.000152151296949019,0.0013871975901261
"ENSG00000153064.BANK1","ENSG00000128645.HOXD1",1.39674656177361,1.48106937339454e-27,2.47884696260485e-25
"ENSG00000129226.CD68","ENSG00000197275.RAD54B",1.39499268849602,1.28339446341291e-05,0.000225184912526086
"ENSG00000224137.AC079767.4","ENSG00000116977.LGALS8",1.3847449398738,2.25592032510939e-13,1.97186063279630e-11
"ENSG00000126759.CFP","ENSG00000138813.C4orf17",1.38134221493326,2.82937902573051e-16,2.83756933343657e-14
"ENSG00000115738.ID2","ENSG00000173171.MTX1",1.3760627598279,4.30436252255906e-113,1.86408245153097e-110
"ENSG00000162188.GNG3","ENSG00000271754.RP3.337H4.9",1.36936246403376,0.000573324299167962,0.00372475094464559
"ENSG00000181649.PHLDA2","ENSG00000204614.TRIM40",1.36784012306861,0.000215618020300648,0.00179024025134154
"ENSG00000152492.CCDC50","ENSG00000175772.LINC01106",1.36367025917514,4.35132407722372e-13,3.6687823137831e-11
"ENSG00000007264.MATK","ENSG00000165985.C1QL3",1.36100604023497,4.49559629650114e-49,1.15761604634904e-46
"ENSG00000132185.FCRLA","ENSG00000118733.OLFM3",1.35877920810828,1.77858581257052e-15,1.72913023768016e-13
"ENSG00000155366.RHOC","ENSG00000134748.PRPF38A",1.3568080217758,2.64138457405283e-48,6.71087774114357e-46
"ENSG00000240505.TNFRSF13B","ENSG00000155097.ATP6V1C1",1.35499896650009,1.52913542021493e-08,7.37662669169508e-07
"ENSG00000187118.CMC1","ENSG00000143878.RHOB",1.35464339532745,2.91364731608512e-37,6.30903972818203e-35
"ENSG00000145088.EAF2","ENSG00000143977.SNRPG",1.35440704214764,1.12757650758872e-29,2.04628289067648e-27
"ENSG00000125726.CD70","ENSG00000235843.RP13.16H11.5",1.3537178083189,1.91306640958289e-05,0.000308405079818968
"ENSG00000196139.AKR1C3","ENSG00000145868.FBXO38",1.35293901472642,2.83613844382098e-21,3.65152824641951e-19
"ENSG00000205336.GPR56","ENSG00000247134.RP11.11N9.4",1.34946628403483,8.89774448745106e-19,1.02755467399018e-16
"ENSG00000159335.PTMS","ENSG00000224658.RP11.631F7.1",1.34683705925312,1.53393596408625e-06,4.19959048788269e-05
"ENSG00000262202.SNORD3D","ENSG00000253956.RP11.211F2.1",1.34622085992203,1.34727697434829e-23,1.93025283806065e-21
"ENSG00000168081.PNOC","ENSG00000083857.FAT1",1.34393093055306,1.48647405756623e-16,1.52283672940454e-14
"ENSG00000117632.STMN1","ENSG00000183888.C1orf64",1.34292184867441,1.6171334086153e-24,2.48503847590037e-22
"ENSG00000011422.PLAUR","ENSG00000120055.C10orf95",1.34191675512426,0.000394315278283944,0.00281668901609155
"ENSG00000241106.HLA.DOB","ENSG00000144802.NFKBIZ",1.34156673711129,1.15022406964828e-18,1.31242632617652e-16
"ENSG00000100473.COCH","ENSG00000221866.PLXNA4",1.34088320018535,0.000343566849191848,0.0025503180020844
"ENSG00000182718.ANXA2","ENSG00000147130.ZMYM3",1.33892234722264,1.61245113924485e-66,4.87702483465249e-64
"ENSG00000125968.ID1","ENSG00000136807.CDK9",1.3374578071708,8.4848927510587e-08,3.46209060752513e-06
"ENSG00000163683.SMIM14","ENSG00000226674.TEX41",1.33696758393071,4.41434960783993e-20,5.392014857525e-18
"ENSG00000042493.CAPG","ENSG00000271387.RP11.382D12.2",1.33576311238151,8.29954223797474e-39,1.83892764354196e-36
"ENSG00000150687.PRSS23","ENSG00000112276.BVES",1.33377056191559,2.98590674535593e-18,3.327277955132e-16
"ENSG00000100385.IL2RB","ENSG00000254530.RP11.460B17.3",1.33223721519121,1.08536250818089e-32,2.15433152014447e-30
"ENSG00000083454.P2RX5","ENSG00000254205.RP11.92K15.1",1.33078772843586,4.24095936542553e-24,6.26445586885143e-22
"ENSG00000107438.PDLIM1","ENSG00000228170.RP1.40E16.11",1.32962044381773,5.76980630820028e-23,8.02508461333987e-21
"ENSG00000180739.S1PR5","ENSG00000169826.CSGALNACT2",1.32718471006523,2.05833758650879e-16,2.08625652717686e-14
"ENSG00000116667.C1orf21","ENSG00000226419.SLC16A1.AS1",1.32569696747969,1.65968468433835e-19,1.96430382981784e-17
"ENSG00000111537.IFNG","ENSG00000106086.PLEKHA8",1.32462306368782,1.06102559782984e-07,4.21205057638492e-06
"ENSG00000103811.CTSH","ENSG00000147224.PRPS1",1.32075179618308,5.35978786041405e-28,9.20096916037745e-26
"ENSG00000116191.RALGPS2","ENSG00000143119.CD53",1.32042337234106,9.36227123518821e-17,9.69554773839735e-15
"ENSG00000120875.DUSP4","ENSG00000251490.RP11.237D3.1",1.31534912685494,0.000110178700150736,0.00110614074361026
"ENSG00000145220.LYAR","ENSG00000169994.MYO7B",1.31283867152342,5.28343371797749e-50,1.37912095200084e-47
"ENSG00000138639.ARHGAP24","ENSG00000232555.AC104088.1",1.31198034221706,1.53745171305764e-13,1.35630288853302e-11
"ENSG00000135404.CD63","ENSG00000106537.TSPAN13",1.31178664495204,8.21023951077103e-79,2.79368060495968e-76
"ENSG00000257275.RP11.164H13.1","ENSG00000169906.S100G",1.31029433358683,3.95023293625434e-05,0.000520911339794647
"ENSG00000167851.CD300A","ENSG00000137106.GRHPR",1.30674033036726,1.09472113814649e-23,1.5802963096501e-21
"ENSG00000128040.SPINK2","ENSG00000163331.DAPL1",1.30157069288549,1.06521221715176e-06,3.11175841097323e-05
"ENSG00000163568.AIM2","ENSG00000117528.ABCD3",1.30100128420003,6.14762408103e-07,1.9687895271265e-05
"ENSG00000147535.PPAPDC1B","ENSG00000188242.CTD.2228K2.5",1.29913657193572,5.40505210105918e-23,7.57303439600608e-21
"ENSG00000153563.CD8A","ENSG00000116711.PLA2G4A",1.29834642382232,1.00527980876574e-28,1.79024362205899e-26
"ENSG00000177455.CD19","ENSG00000255495.FAM85A",1.29742094763079,2.21662101119516e-12,1.7746938390052e-10
"ENSG00000100906.NFKBIA","ENSG00000155561.NUP205",1.29567690176262,1.46580493414848e-104,5.81894021254153e-102
"ENSG00000148180.GSN","ENSG00000164398.ACSL6",1.29559347816971,9.1718291122551e-12,6.80035812194634e-10
"ENSG00000072694.FCGR2B","ENSG00000231671.RP11.157N3.1",1.29519988085368,1.02893363918561e-09,5.85263596856172e-08
"ENSG00000012124.CD22","ENSG00000230962.RP11.113E21.1",1.29245721314978,2.67550460227022e-14,2.43931771273967e-12
"ENSG00000181847.TIGIT","ENSG00000237013.AC010987.6",1.29131390964415,2.81820413791698e-16,2.83756933343657e-14
"ENSG00000222041.LINC00152","ENSG00000230426.ERVMER61.1",1.28881648927034,2.17518336810092e-26,3.57311371372094e-24
"ENSG00000273445.RP11.1399P15.1","ENSG00000261182.RP11.201A3.1",1.28780247842129,2.81598992582093e-12,2.21730115853379e-10
"ENSG00000181036.FCRL6","ENSG00000224081.LINC01057",1.28627642393911,1.9444132090186e-10,1.22684747343873e-08
"ENSG00000164611.PTTG1","ENSG00000244607.CCDC13",1.28396348474325,3.15069214857403e-07,1.10912602123586e-05
"ENSG00000173653.RCE1","ENSG00000154079.C6orf57",1.28340110487381,7.57244796495168e-15,7.07318607706638e-13
"ENSG00000089692.LAG3","ENSG00000111961.SASH1",1.27958796479486,7.67095587568918e-05,0.000854296108774152
"ENSG00000114315.HES1","ENSG00000169679.BUB1",1.27590359857366,0.00151030320751012,0.00807588450724465
"ENSG00000265185.SNORD3B.1","ENSG00000164794.KCNV1",1.27466582805714,1.95397261850962e-10,1.22881017312544e-08
"ENSG00000188820.FAM26F","ENSG00000244650.RP11.501O2.3",1.27464778469297,1.483015238714e-27,2.47884696260485e-25
"ENSG00000122986.HVCN1","ENSG00000230000.AC006455.1",1.27434023175997,4.03695033944613e-23,5.6980806457886e-21
"ENSG00000126264.HCST","ENSG00000171862.PTEN",1.27428375967518,6.37604538612844e-109,2.64120749636255e-106
"ENSG00000180549.FUT7","ENSG00000271871.AC005740.6",1.27401891963945,3.11725578374609e-15,2.95518950046178e-13
"ENSG00000160789.LMNA","ENSG00000213512.GBP7",1.27090061741719,3.48151085260918e-09,1.8582686077442e-07
"ENSG00000000938.FGR","ENSG00000204362.RP11.380J14.1",1.26933498470102,2.43212257731925e-19,2.84319605587843e-17
"ENSG00000204475.NCR3","ENSG00000178750.STX19",1.26807574606873,1.3810712901001e-33,2.79960781200611e-31
"ENSG00000168229.PTGDR","ENSG00000241881.U66059.58",1.26739494752864,1.14294998794987e-09,6.46258516925364e-08
"ENSG00000108798.ABI3","ENSG00000164975.SNAPC3",1.26714166579646,9.61923950297879e-25,1.51483147710133e-22
"ENSG00000186810.CXCR3","ENSG00000145384.FABP2",1.26676775346049,6.83978711980581e-14,6.1188799797136e-12
"ENSG00000176533.GNG7","ENSG00000151468.CCDC3",1.26619549918813,1.86001938978892e-13,1.63330274066488e-11
"ENSG00000101017.CD40","ENSG00000160339.FCN2",1.26612168367614,7.94371063623940e-12,5.98290142978426e-10
"ENSG00000104870.FCGRT","ENSG00000182022.CHST15",1.26560270966776,8.2396999701879e-23,1.12955023692036e-20
"ENSG00000066923.STAG3","ENSG00000249441.RP11.94H6.1",1.26513044401395,1.95481739724542e-06,5.09562865998789e-05
"ENSG00000176788.BASP1","ENSG00000135926.TMBIM1",1.26463144502222,1.40460611397463e-05,0.000242654301920095
"ENSG00000086730.LAT2","ENSG00000145220.LYAR",1.26461859957955,1.45046338102445e-21,1.90610894658075e-19
"ENSG00000122862.SRGN","ENSG00000250801.RP11.91H12.3",1.26403410399663,1.62208158437491e-82,5.72384529449333e-80
"ENSG00000134460.IL2RA","ENSG00000253618.GRPEL2.AS1",1.26335295484603,1.6693119639005e-06,4.5182868568358e-05
"ENSG00000171604.CXXC5","ENSG00000237485.SGOL1.AS1",1.26111627167411,5.90436139565596e-23,8.15272510103075e-21
"ENSG00000203780.FANK1","ENSG00000196866.HIST1H2AD",1.25872018061992,6.8489953169453e-05,0.00078619039617104
"ENSG00000266088.RP5.1028K7.2","ENSG00000104529.EEF1D",1.25505791420637,7.56376002293389e-05,0.000844331852589369
"ENSG00000102524.TNFSF13B","ENSG00000236294.TSRM",1.25463583447071,0.00027234415014785,0.00213894340567428
"ENSG00000170345.FOS","ENSG00000185960.SHOX",1.25384591892278,1.94671975046065e-88,7.41894896900555e-86
"ENSG00000186827.TNFRSF4","ENSG00000240618.RP11.206L10.5",1.2534377034887,3.8142315452212e-18,4.22559198222034e-16
"ENSG00000163191.S100A11","ENSG00000162624.LHX8",1.25287108937669,2.17298058058826e-56,6.18002163628498e-54
"ENSG00000165272.AQP3","ENSG00000145692.BHMT",1.25196576361607,1.46986860292182e-46,3.63744756216561e-44
"ENSG00000110777.POU2AF1","ENSG00000010810.FYN",1.25051744659872,2.89036489279705e-08,1.33305938417696e-06
"ENSG00000100162.CENPM","ENSG00000187479.C11orf96",1.24983382181097,3.81100225201378e-05,0.00050900103061996
"ENSG00000175857.GAPT","ENSG00000115009.CCL20",1.24918750461974,1.42050632208362e-07,5.55805913086313e-06
"ENSG00000168734.PKIG","ENSG00000165698.C9orf9",1.24892511350928,3.07117236220161e-09,1.65314094242237e-07
"ENSG00000090104.RGS1","ENSG00000116752.BCAS2",1.24874287057043,4.8479324104457e-13,4.05163824916855e-11
"ENSG00000107281.NPDC1","ENSG00000254099.AC005740.5",1.24733459201026,3.77946709430664e-13,3.21507792330415e-11
"ENSG00000112137.PHACTR1","ENSG00000248487.ABHD14A",1.24698530084286,0.000230411609084445,0.00188390715776408
"ENSG00000095585.BLNK","ENSG00000168994.PXDC1",1.24694758256712,3.80806698793755e-07,1.29808079526208e-05
"ENSG00000130222.GADD45G","ENSG00000249476.CTD.2587M2.1",1.24663402827893,6.65868137070558e-06,0.000136431369375048
"ENSG00000117318.ID3","ENSG00000204488.PRAMEF16",1.246115576715,7.81024421284561e-21,9.79106601814297e-19
"ENSG00000264745.RP11.403A21.2","ENSG00000271155.RP11.435O5.5",1.24564308643021,3.04395860555141e-10,1.88933652211017e-08
"ENSG00000103194.USP10","ENSG00000251127.RP11.280G9.1",1.2451504469066,2.38924502737348e-18,2.69390911222495e-16
"ENSG00000060138.YBX3","ENSG00000146433.TMEM181",1.24502537216824,3.06336617140402e-10,1.89520916870467e-08
"ENSG00000141682.PMAIP1","ENSG00000214645.AL162389.1",1.24362208618249,2.71569688401446e-31,5.17476041248955e-29
"ENSG00000132646.PCNA","ENSG00000269979.RP11.498E2.7",1.24268688144498,4.6278654250133e-10,2.80840686858689e-08
"ENSG00000168995.SIGLEC7","ENSG00000188385.JAKMIP3",1.24267710167369,1.04523455821671e-08,5.20024660752463e-07
"ENSG00000165795.NDRG2","ENSG00000232524.RP11.332K15.1",1.24216874625674,2.5020350901638e-05,0.000375403768843081
